"test1";0
"test2";1
"test3";-1
"test4";1
"test1";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test13";0
"test1";0
"test13";0
"test1";0
"test13";0
"test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133 test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test13test1test13test13test13test13test13test13test13test13test13test133test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1test133 st13test13test13test st13test13test13test st13test13test13test st13test13test1 st13test13test13test st13test13test13test st13test13test13test st13test13test13test";0
